plate_no	week_number	generation	read_number	date	cocktail_no	verified_crystal	image_url	solution_components	class_10way	skin	phase_precip	precip_crystal	clear	phase_crystal	precip	phase	precip_skin	crystal	garbage
X000009786	2	8	X0000097860350200803211259	2008-03-21 12:59:00	C1264		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860350200803211259.jpg	Lithium sulfate monohydrate;HEPES-Na	clear	0.0468	0.015	0.073	0.2238	0.0474	0.1096	0.2186	0.0576	0.1946	0.0136
X000009786	2	8	X0000097860354200803211259	2008-03-21 12:59:00	C1265		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860354200803211259.jpg	Lithium sulfate monohydrate;Tris HCl;PEG 4000	phase	0.0464	0.0148	0.0814	0.1998	0.0586	0.1086	0.2224	0.06	0.1962	0.0118
X000009786	2	8	X0000097860358200803211259	2008-03-21 12:59:00	C1266		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860358200803211259.jpg	Magnesium acetate tetrahydrate;PEG 8000;Sodium cacodylate trihydrate	precip	0.0278	0.0236	0.1608	0.0852	0.0304	0.231	0.1152	0.1668	0.1506	0.0086
X000009786	2	8	X0000097860362200803211259	2008-03-21 12:59:00	C1267		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860362200803211259.jpg	Tris HCl;Iso-propanol;Ammonium acetate	crystal	0.1064	0.0128	0.1084	0.1298	0.0628	0.0918	0.1304	0.0984	0.22	0.0392
X000009786	2	8	X0000097860366200803211259	2008-03-21 12:59:00	C1268		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860366200803211259.jpg	Ammonium sulfate;Sodium acetate trihydrate;PEG 4000	crystal	0.0614	0.0274	0.1414	0.1082	0.0682	0.1464	0.1332	0.0972	0.2056	0.011
X000009786	2	8	X0000097860370200803211259	2008-03-21 12:59:00	C1269		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860370200803211259.jpg	Magnesium acetate tetrahydrate;MPD;Sodium cacodylate trihydrate	precip_skin	0.0242	0.0342	0.1912	0.0376	0.035	0.2318	0.0996	0.235	0.1038	0.0076
X000009786	2	8	X0000097860374200803211259	2008-03-21 12:59:00	C1270		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860374200803211259.jpg	Sodium acetate trihydrate;Tris HCl;PEG 4000	precip	0.0216	0.0292	0.2174	0.0406	0.026	0.2484	0.089	0.2234	0.098	0.0064
X000009786	2	8	X0000097860378200803211259	2008-03-21 12:59:00	C1271		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860378200803211259.jpg	Magnesium chloride hexahydrate;PEG 400;HEPES-Na	clear	0.0742	0.0132	0.08	0.211	0.0522	0.0926	0.1906	0.063	0.2108	0.0124
X000009786	2	8	X0000097860382200803211259	2008-03-21 12:59:00	C1272		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860382200803211259.jpg	Calcium chloride dihydrate;Sodium acetate trihydrate;Iso-propanol	precip	0.0214	0.0366	0.1952	0.0296	0.032	0.2526	0.0796	0.2508	0.0968	0.0054
X000009786	2	8	X0000097860530200803211256	2008-03-21 12:56:00	C1273		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860530200803211256.jpg	Sodium acetate trihydrate;Imidazole	clear	0.0674	0.0138	0.0662	0.215	0.045	0.0988	0.209	0.062	0.2018	0.021
X000009786	2	8	X0000097860534200803211256	2008-03-21 12:56:00	C1274		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860534200803211256.jpg	Sodium citrate tribasic dihydrate;MPD;Ammonium acetate	precip	0.0478	0.0128	0.0976	0.1282	0.0418	0.2286	0.0906	0.1162	0.198	0.0384
X000009786	2	8	X0000097860538200803211256	2008-03-21 12:56:00	C1275		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860538200803211256.jpg	Sodium citrate tribasic dihydrate;HEPES-Na;Iso-propanol	clear	0.0494	0.0126	0.07	0.2278	0.0508	0.0986	0.207	0.0526	0.2138	0.0174
X000009786	2	8	X0000097860542200803211256	2008-03-21 12:56:00	C1276		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860542200803211256.jpg	Sodium acetate trihydrate;PEG 8000;Sodium cacodylate trihydrate	crystal	0.0328	0.03	0.1158	0.1528	0.0536	0.1582	0.1746	0.0806	0.1912	0.0104
X000009786	2	8	X0000097860546200803211256	2008-03-21 12:56:00	C1277		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860546200803211256.jpg	HEPES-Na;Potassium sodium tartrate tetrahydrate	crystal	0.058	0.0078	0.0704	0.2334	0.0552	0.0782	0.1782	0.0508	0.2502	0.0178
X000009786	2	8	X0000097860550200803211256	2008-03-21 12:56:00	C1278		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860550200803211256.jpg	Ammonium sulfate;PEG 8000	precip_skin	0.0484	0.028	0.1698	0.0442	0.052	0.1792	0.1176	0.1818	0.1698	0.0092
X000009786	2	8	X0000097860554200803211256	2008-03-21 12:56:00	C1279		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860554200803211256.jpg	Ammonium sulfate;PEG 4000	crystal	0.0762	0.0206	0.138	0.0698	0.0632	0.1204	0.1588	0.158	0.183	0.012
X000009786	2	8	X0000097860558200803211256	2008-03-21 12:56:00	C1280		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860558200803211256.jpg	Ammonium sulfate	precip	0.03	0.0212	0.1904	0.0464	0.0408	0.223	0.0944	0.2056	0.1416	0.0066
X000009786	2	8	X0000097860562200803211256	2008-03-21 12:56:00	C1281		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860562200803211256.jpg	Sodium formate	phase	0.0468	0.0158	0.0808	0.2158	0.054	0.1088	0.2228	0.0618	0.1798	0.0136
X000009786	2	8	X0000097860566200803211256	2008-03-21 12:56:00	C1282	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860566200803211256.jpg	Sodium acetate trihydrate;Sodium formate	phase	0.0624	0.0164	0.079	0.195	0.0534	0.1054	0.2138	0.0678	0.1918	0.015
X000009786	2	8	X0000097860570200803211256	2008-03-21 12:56:00	C1283	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860570200803211256.jpg	Potassium phosphate monobasic;Sodium phosphate monobasic monohydrate;HEPES-Na	crystal	0.0624	0.0258	0.156	0.0432	0.0856	0.1258	0.1358	0.1514	0.205	0.009
X000009786	2	8	X0000097860574200803211257	2008-03-21 12:57:00	C1284		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860574200803211257.jpg	Tris HCl;PEG 8000	phase	0.0414	0.0174	0.0826	0.2148	0.0478	0.113	0.2276	0.0638	0.1808	0.0108
X000009786	2	8	X0000097860722200803211253	2008-03-21 12:53:00	C1285		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860722200803211253.jpg	Sodium acetate trihydrate;PEG 4000	precip	0.0616	0.0352	0.128	0.1116	0.0468	0.1894	0.1368	0.1208	0.1532	0.0166
X000009786	2	8	X0000097860726200803211254	2008-03-21 12:54:00	C1286		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860726200803211254.jpg	Sodium citrate tribasic dihydrate;HEPES-Na	precip	0.0438	0.0282	0.126	0.1218	0.0376	0.1922	0.138	0.124	0.1712	0.0172
X000009786	2	8	X0000097860730200803211254	2008-03-21 12:54:00	C1287		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860730200803211254.jpg	Ammonium sulfate;PEG 400;HEPES-Na	phase	0.0456	0.0154	0.0684	0.2314	0.047	0.1088	0.2342	0.0592	0.1732	0.0168
X000009786	2	8	X0000097860734200803211254	2008-03-21 12:54:00	C1288		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860734200803211254.jpg	Sodium citrate tribasic dihydrate;PEG 4000;Iso-propanol	precip	0.0282	0.0294	0.2092	0.0418	0.0276	0.252	0.0862	0.1894	0.1246	0.0116
X000009786	2	8	X0000097860738200803211254	2008-03-21 12:54:00	C1289		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860738200803211254.jpg	PEG 4000;HEPES-Na;Iso-propanol	crystal	0.0436	0.0276	0.1448	0.094	0.055	0.1816	0.1212	0.1218	0.2004	0.01
X000009786	2	8	X0000097860742200803211254	2008-03-21 12:54:00	C1290		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860742200803211254.jpg	Potassium phosphate monobasic;PEG 8000	clear	0.0348	0.0222	0.0974	0.1938	0.0396	0.1494	0.192	0.0766	0.1798	0.0144
X000009786	2	8	X0000097860746200803211254	2008-03-21 12:54:00	C1291		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860746200803211254.jpg	PEG 1500	phase	0.0398	0.019	0.074	0.2244	0.0474	0.1144	0.231	0.0608	0.174	0.0152
X000009786	2	8	X0000097860750200803211254	2008-03-21 12:54:00	C1292		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860750200803211254.jpg	Magnesium formate dihydrate	crystal	0.0734	0.0094	0.0678	0.2182	0.0534	0.084	0.1718	0.0558	0.2462	0.02
X000009786	2	8	X0000097860754200803211254	2008-03-21 12:54:00	C1293		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860754200803211254.jpg	Zinc acetate dihydrate;PEG 8000;Sodium cacodylate trihydrate	crystal	0.0466	0.0204	0.1062	0.149	0.0556	0.14	0.1666	0.0828	0.2182	0.0146
X000009786	2	8	X0000097860758200803211254	2008-03-21 12:54:00	C1294		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860758200803211254.jpg	PEG 8000;Sodium cacodylate trihydrate;Calcium acetate hydrate	precip	0.0274	0.027	0.1614	0.0868	0.0336	0.2182	0.117	0.1484	0.172	0.0082
X000009786	2	8	X0000097860762200803211254	2008-03-21 12:54:00	C1295		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860762200803211254.jpg	Ammonium sulfate;Sodium acetate trihydrate	precip	0.018	0.0324	0.2332	0.056	0.0224	0.2698	0.085	0.185	0.09	0.0082
X000009786	2	8	X0000097860766200803211254	2008-03-21 12:54:00	C1296	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860766200803211254.jpg	Ammonium phosphate monobasic;Tris HCl	crystal	0.0646	0.02	0.157	0.0542	0.0874	0.1122	0.1466	0.1194	0.2282	0.0104
X000009786	2	8	X0000097860914200803211251	2008-03-21 12:51:00	C1297		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860914200803211251.jpg	Sodium chloride;PEG 6000	phase	0.0544	0.0174	0.0784	0.2132	0.0516	0.1022	0.2274	0.065	0.1772	0.0132
X000009786	2	8	X0000097860918200803211251	2008-03-21 12:51:00	C1298		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860918200803211251.jpg	Magnesium chloride hexahydrate;Sodium chloride;Hexadecyltrimethylammonium bromide	precip	0.032	0.0212	0.1352	0.1168	0.0392	0.213	0.1134	0.1362	0.173	0.02
X000009786	2	8	X0000097860922200803211251	2008-03-21 12:51:00	C1299		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860922200803211251.jpg	Ethylene Glycol	phase	0.043	0.017	0.0758	0.2236	0.0496	0.1062	0.2242	0.0596	0.1884	0.0126
X000009786	2	8	X0000097860926200803211251	2008-03-21 12:51:00	C1300		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860926200803211251.jpg	1,4-Dioxane	clear	0.0518	0.0172	0.074	0.2156	0.0474	0.1148	0.2146	0.0666	0.183	0.015
X000009786	2	8	X0000097860930200803211251	2008-03-21 12:51:00	C1301		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860930200803211251.jpg	Ammonium sulfate;Iso-propanol	precip	0.0738	0.041	0.1356	0.0728	0.0452	0.1946	0.1298	0.1568	0.1374	0.013
X000009786	2	8	X0000097860934200803211251	2008-03-21 12:51:00	C1302		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860934200803211251.jpg	Imidazole	phase	0.0386	0.029	0.099	0.1722	0.054	0.1294	0.2186	0.0706	0.176	0.0126
X000009786	2	8	X0000097860938200803211251	2008-03-21 12:51:00	C1303		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860938200803211251.jpg	PEG 1000;PEG 8000	crystal	0.0728	0.0226	0.1256	0.0934	0.0792	0.138	0.1442	0.1146	0.1954	0.0142
X000009786	2	8	X0000097860942200803211251	2008-03-21 12:51:00	C1304		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860942200803211251.jpg	Sodium chloride;Ethanol	clear	0.0592	0.0078	0.065	0.2308	0.0516	0.0902	0.1868	0.058	0.2294	0.0212
X000009786	2	8	X0000097860946200803211251	2008-03-21 12:51:00	C1305		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860946200803211251.jpg	Sodium chloride;Sodium acetate trihydrate	precip_skin	0.0398	0.0378	0.1686	0.036	0.0426	0.1948	0.0946	0.2376	0.1376	0.0106
X000009786	2	8	X0000097860950200803211251	2008-03-21 12:51:00	C1306		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860950200803211251.jpg	Sodium chloride;Sodium acetate trihydrate;MPD	precip	0.0376	0.0366	0.156	0.0876	0.0334	0.2424	0.1164	0.1658	0.1154	0.0088
X000009786	2	8	X0000097860954200803211251	2008-03-21 12:51:00	C1307		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860954200803211251.jpg	Sodium acetate trihydrate;1,6-hexanediol;Cobalt(II) chloride hexahydrate	precip	0.0534	0.0348	0.1466	0.0718	0.065	0.1798	0.1316	0.1414	0.1688	0.0068
X000009786	2	8	X0000097860958200803211252	2008-03-21 12:52:00	C1308		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860958200803211252.jpg	Sodium acetate trihydrate;PEG 400;Cadmium chloride dihydrate	crystal	0.033	0.029	0.118	0.1382	0.0476	0.1728	0.1644	0.0968	0.1864	0.0138
X000009786	2	8	X0000097861106200803211248	2008-03-21 12:48:00	C1309		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861106200803211248.jpg	Ammonium sulfate;Sodium acetate trihydrate;PEG MME 2000	phase	0.0532	0.014	0.0874	0.1944	0.0504	0.103	0.2284	0.0668	0.1922	0.0102
X000009786	2	8	X0000097861110200803211249	2008-03-21 12:49:00	C1310		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861110200803211249.jpg	Ammonium sulfate;Sodium citrate tribasic dihydrate;Potassium sodium tartrate tetrahydrate	precip	0.0256	0.0238	0.2	0.0754	0.0276	0.2446	0.0906	0.1826	0.119	0.0108
X000009786	2	8	X0000097861114200803211249	2008-03-21 12:49:00	C1311		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861114200803211249.jpg	Ammonium sulfate;Lithium sulfate monohydrate;Sodium citrate tribasic dihydrate	crystal	0.1022	0.0166	0.1222	0.111	0.0648	0.1072	0.1232	0.1182	0.1986	0.036
X000009786	2	8	X0000097861118200803211249	2008-03-21 12:49:00	C1312		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861118200803211249.jpg	Sodium chloride;Sodium citrate tribasic dihydrate;Ethylene imine polymer	phase	0.048	0.0164	0.0788	0.2028	0.0516	0.1028	0.2202	0.0586	0.2052	0.0156
X000009786	2	8	X0000097861122200803211249	2008-03-21 12:49:00	C1313		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861122200803211249.jpg	Sodium citrate tribasic dihydrate;tert-Butanol	crystal	0.0308	0.0252	0.0982	0.1862	0.046	0.1486	0.187	0.076	0.1882	0.0138
X000009786	2	8	X0000097861126200803211249	2008-03-21 12:49:00	C1314		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861126200803211249.jpg	Sodium citrate tribasic dihydrate;Jeffamine M-600 reagent;Ferric chloride hexahydrate	clear	0.0318	0.0246	0.095	0.1962	0.0486	0.1388	0.1928	0.0696	0.1884	0.0142
X000009786	2	8	X0000097861130200803211249	2008-03-21 12:49:00	C1315		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861130200803211249.jpg	Sodium citrate tribasic dihydrate;1,6-hexanediol	precip	0.0328	0.0416	0.1524	0.0826	0.0472	0.2182	0.1438	0.14	0.13	0.0114
X000009786	2	8	X0000097861134200803211249	2008-03-21 12:49:00	C1316		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861134200803211249.jpg	Magnesium sulfate heptahydrate;MES monohydrate	clear	0.0392	0.0162	0.0718	0.2344	0.0458	0.1116	0.2302	0.0562	0.1786	0.016
X000009786	2	8	X0000097861138200803211249	2008-03-21 12:49:00	C1317	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861138200803211249.jpg	Potassium phosphate monobasic;Sodium chloride;Sodium phosphate monobasic monohydrate;MES monohydrate	clear	0.051	0.0154	0.0762	0.222	0.0562	0.1024	0.2094	0.0584	0.1926	0.0164
X000009786	2	8	X0000097861142200803211249	2008-03-21 12:49:00	C1318		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861142200803211249.jpg	PEG 20000;MES monohydrate	precip	0.0258	0.0348	0.1198	0.136	0.0384	0.2068	0.1524	0.108	0.163	0.015
X000009786	2	8	X0000097861146200803211249	2008-03-21 12:49:00	C1319	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861146200803211249.jpg	Ammonium sulfate;MES monohydrate;1,4-Dioxane	crystal	0.077	0.0246	0.141	0.0634	0.0868	0.1204	0.1392	0.1272	0.2108	0.0096
X000009786	2	8	X0000097861150200803211249	2008-03-21 12:49:00	C1320		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861150200803211249.jpg	MES monohydrate;Jeffamine M-600 reagent;Cesium chloride	precip	0.037	0.0174	0.119	0.107	0.0294	0.2432	0.0776	0.1494	0.1812	0.0388
X000009786	2	8	X0000097861298200803211246	2008-03-21 12:46:00	C1321		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861298200803211246.jpg	Ammonium sulfate;MES monohydrate;Cobalt(II) chloride hexahydrate	precip	0.0258	0.0366	0.1576	0.098	0.0338	0.2438	0.1078	0.139	0.1428	0.0148
X000009786	2	8	X0000097861302200803211246	2008-03-21 12:46:00	C1322		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861302200803211246.jpg	Ammonium sulfate;MES monohydrate;PEG MME 5000	precip	0.0558	0.0358	0.1588	0.0696	0.049	0.198	0.1086	0.1452	0.1672	0.012
X000009786	2	8	X0000097861306200803211246	2008-03-21 12:46:00	C1323		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861306200803211246.jpg	MES monohydrate;PEG MME 550;Zinc sulfate heptahydrate	precip	0.0268	0.0342	0.1194	0.1482	0.0418	0.1828	0.164	0.0946	0.1728	0.0154
X000009786	2	8	X0000097861310200803211246	2008-03-21 12:46:00	C1324		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861310200803211246.jpg	Sodium citrate tribasic dihydrate	crystal	0.0994	0.0138	0.0894	0.1574	0.0528	0.1084	0.1828	0.0922	0.189	0.0148
X000009786	2	8	X0000097861314200803211246	2008-03-21 12:46:00	C1325		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861314200803211246.jpg	Ammonium sulfate;HEPES;MPD	precip	0.0114	0.051	0.1578	0.064	0.021	0.3186	0.0732	0.2044	0.0642	0.0344
X000009786	2	8	X0000097861318200803211246	2008-03-21 12:46:00	C1326		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861318200803211246.jpg	HEPES;MPD;PEG 6000	crystal	0.0526	0.0238	0.1296	0.1106	0.0424	0.173	0.1326	0.1368	0.1854	0.0132
X000009786	2	8	X0000097861322200803211246	2008-03-21 12:46:00	C1327		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861322200803211246.jpg	HEPES;Jeffamine M-600 reagent	precip	0.0244	0.029	0.1248	0.1362	0.0272	0.2406	0.1202	0.1214	0.1548	0.0214
X000009786	2	8	X0000097861326200803211246	2008-03-21 12:46:00	C1328		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861326200803211246.jpg	Ammonium sulfate;Sodium chloride;HEPES	crystal	0.085	0.0134	0.1076	0.1486	0.0696	0.1062	0.1326	0.077	0.227	0.033
X000009786	2	8	X0000097861330200803211246	2008-03-21 12:46:00	C1329		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861330200803211246.jpg	HEPES;Ammonium formate	phase	0.0518	0.0188	0.0772	0.2058	0.0562	0.1072	0.2294	0.0628	0.176	0.0148
X000009786	2	8	X0000097861334200803211246	2008-03-21 12:46:00	C1330		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861334200803211246.jpg	Sodium acetate trihydrate;HEPES;Cadmium sulfate octahydrate	precip	0.0316	0.0302	0.1214	0.1354	0.045	0.1838	0.1532	0.1018	0.1808	0.0168
X000009786	2	8	X0000097861338200803211247	2008-03-21 12:47:00	C1331		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861338200803211247.jpg	HEPES;MPD	precip	0.036	0.051	0.1826	0.039	0.0406	0.2108	0.098	0.2096	0.1222	0.0102
X000009786	2	8	X0000097861342200803211247	2008-03-21 12:47:00	C1332		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861342200803211247.jpg	Sodium chloride;HEPES	phase	0.0524	0.0162	0.0694	0.219	0.0556	0.1004	0.2222	0.0556	0.1936	0.0156
X000009786	2	8	X0000097861490200803211244	2008-03-21 12:44:00	C1333		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861490200803211244.jpg	HEPES;PEG 8000;Ethylene Glycol	precip	0.04	0.0482	0.1496	0.094	0.034	0.2252	0.1428	0.1258	0.1252	0.0152
